"Country or Area";"Subgroup";"Year";"Source";"Unit";"Value";"Value Footnotes"
"Martinique";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"22.1";"81"
"Martinique";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"24.5";"81"
"Martinique";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"26.3";"81"
"Martinique";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"25.4";"81"
"Martinique";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"22.9";"81"
"Martinique";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"21.8";"81"
"Mauritius";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"16.5";"1"
"Mauritius";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"13.5";"1"
"Mauritius";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"12.6";"190"
"Mauritius";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"12.0";"190"
"Mauritius";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"9.8";"190"
"Mauritius";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"9.6";"190"
"Mauritius";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"9.0";"190"
"Mauritius";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"190"
"Mauritius";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"190"
"Mauritius";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"8.2";"190"
"Mauritius";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"190"
"Mauritius";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"191"
"Mauritius";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"4.2";"191"
"Mauritius";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"3.1";"191"
"Mauritius";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"1"
"Mauritius";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"1"
"Mauritius";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"9.0";"190"
"Mauritius";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"190"
"Mauritius";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"8.8";"190"
"Mauritius";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"190"
"Mauritius";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"190"
"Mauritius";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"190"
"Mauritius";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"190"
"Mauritius";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"4.6";"190"
"Mauritius";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"190"
"Mauritius";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"3.6";"191"
"Mauritius";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"191"
"Mauritius";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"3.2";"191"
"Mexico";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"3.6";"89"
"Mexico";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"89"
"Mexico";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"89"
"Mexico";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"2.4";"89"
"Mexico";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"2.4";"89"
"Mexico";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"2.4";"89"
"Mexico";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"192"
"Mexico";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"3.5";"192"
"Mexico";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"4.5";"192"
"Mexico";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"4.8";"192"
"Mexico";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"192"
"Mexico";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"4.8";"193"
"Mexico";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"4.0";"194"
"Mexico";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"4.0";"195"
"Mexico";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"4.2";"194"
"Mexico";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"3.6";"196"
"Mexico";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"89"
"Mexico";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"2.9";"89"
"Mexico";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"2.5";"89"
"Mexico";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"2.4";"89"
"Mexico";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"2.0";"89"
"Mexico";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"2.0";"89"
"Mexico";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"1.8";"192"
"Mexico";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"192"
"Mexico";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"2.8";"192"
"Mexico";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"192"
"Mexico";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"192"
"Mexico";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"4.0";"193"
"Mexico";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"2.9";"194"
"Mexico";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"2.7";"195"
"Mexico";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"2.5";"194"
"Mexico";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"2.0";"196"
"Mongolia";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"14.1";"197"
"Mongolia";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"16.6";"198"
"Mongolia";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"14.3";"197"
"Mongolia";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"18.2";"198"
"Morocco";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"11.5";"1"
"Morocco";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"11.3";"1"
"Morocco";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"13.0";"1"
"Morocco";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"12.5";"1"
"Morocco";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"12.5";"1"
"Morocco";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"13.0";"2"
"Morocco";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"13.3";"1"
"Morocco";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"24.4";"199"
"Morocco";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"21.8";"200"
"Morocco";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"23.6";"200"
"Morocco";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"32.2";"199"
"Morocco";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"21.7";"200"
"Morocco";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"25.3";"200"
"Morocco";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"23.3";"200"
"Morocco";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"20.4";"199"
"Morocco";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"19.8";"199"
"Morocco";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"17.3";"199"
"Morocco";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"18.5";"199"
"Morocco";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"10.8";"1"
"Morocco";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"1"
"Morocco";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"11.5";"1"
"Morocco";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"11.3";"1"
"Morocco";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"12.4";"1"
"Morocco";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"13.8";"2"
"Morocco";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"14.2";"1"
"Morocco";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"17.5";"199"
"Morocco";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"15.3";"200"
"Morocco";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"16.1";"200"
"Morocco";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"18.7";"199"
"Morocco";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"14.2";"200"
"Morocco";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"13.0";"200"
"Morocco";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"15.3";"200"
"Morocco";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"14.2";"199"
"Morocco";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"15.0";"199"
"Morocco";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"12.8";"199"
"Morocco";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"13.4";"199"
"Myanmar";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"8.8";"201"
"Myanmar";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"4.7";"201"
"Namibia";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"35.9";"202"
"Namibia";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"21.6";"203"
"Namibia";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"21.0";"204"
"Namibia";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"21.1";"60"
"Namibia";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"18.6";"205"
"Namibia";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"26.8";"202"
"Namibia";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"19.1";"203"
"Namibia";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"18.2";"204"
"Namibia";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"17.9";"60"
"Namibia";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"19.6";"205"
"Nepal";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"10.7";"163"
"Nepal";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"1.7";"1"
"Nepal";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"7.4";"163"
"Nepal";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"2.0";"1"
"Netherlands";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"164"
"Netherlands";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"164"
"Netherlands";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"4.5";"164"
"Netherlands";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"3.5";"164"
"Netherlands";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"164"
"Netherlands";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"3.6";"164"
"Netherlands";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"4.5";"164"
"Netherlands";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"5.5";"164"
"Netherlands";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"164"
"Netherlands";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"164"
"Netherlands";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"8.7";"164"
"Netherlands";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"8.1";"206"
"Netherlands";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"7.6";"206"
"Netherlands";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"207"
"Netherlands";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"206"
"Netherlands";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"206"
"Netherlands";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"11.5";"206"
"Netherlands";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"12.4";"206"
"Netherlands";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"13.5";"208"
"Netherlands";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"12.6";"209"
"Netherlands";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"13.1";"209"
"Netherlands";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"4.9";"164"
"Netherlands";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"164"
"Netherlands";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"164"
"Netherlands";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"2.8";"164"
"Netherlands";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"2.2";"164"
"Netherlands";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"2.3";"164"
"Netherlands";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"2.7";"164"
"Netherlands";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"164"
"Netherlands";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"4.4";"164"
"Netherlands";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"164"
"Netherlands";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"164"
"Netherlands";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"5.9";"206"
"Netherlands";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"206"
"Netherlands";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"4.3";"207"
"Netherlands";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"5.3";"206"
"Netherlands";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"206"
"Netherlands";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"206"
"Netherlands";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"206"
"Netherlands";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"208"
"Netherlands";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"11.9";"209"
"Netherlands";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"13.1";"209"
"Netherlands Antilles";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"16.2";"210"
"Netherlands Antilles";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"19.1";"210"
"Netherlands Antilles";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"18.4";"210"
"Netherlands Antilles";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"18.1";"210"
"Netherlands Antilles";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"17.0";"210"
"Netherlands Antilles";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"15.0";"211"
"Netherlands Antilles";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"16.3";"211"
"Netherlands Antilles";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"18.0";"211"
"Netherlands Antilles";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"18.1";"212"
"Netherlands Antilles";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"12.0";"210"
"Netherlands Antilles";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"13.7";"210"
"Netherlands Antilles";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"12.4";"210"
"Netherlands Antilles";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"10.4";"210"
"Netherlands Antilles";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"9.9";"210"
"Netherlands Antilles";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"11.0";"211"
"Netherlands Antilles";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"11.4";"211"
"Netherlands Antilles";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"211"
"Netherlands Antilles";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"11.7";"212"
"New Caledonia";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"22.5";"213"
"New Caledonia";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"16.1";"213"
"New Zealand";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"4.0";"214"
"New Zealand";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"4.4";"214"
"New Zealand";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"214"
"New Zealand";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"5.3";"214"
"New Zealand";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"5.3";"214"
"New Zealand";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"214"
"New Zealand";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"214"
"New Zealand";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"214"
"New Zealand";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"6.6";"214"
"New Zealand";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"214"
"New Zealand";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"214"
"New Zealand";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"7.6";"214"
"New Zealand";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"8.7";"214"
"New Zealand";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"9.6";"214"
"New Zealand";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"214"
"New Zealand";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"215"
"New Zealand";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"214"
"New Zealand";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"214"
"New Zealand";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"4.3";"214"
"New Zealand";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"4.8";"214"
"New Zealand";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"214"
"New Zealand";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"3.5";"214"
"New Zealand";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"4.3";"214"
"New Zealand";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"214"
"New Zealand";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"5.3";"214"
"New Zealand";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"214"
"New Zealand";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"214"
"New Zealand";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"7.5";"214"
"New Zealand";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"6.6";"214"
"New Zealand";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"214"
"New Zealand";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"6.2";"214"
"New Zealand";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"214"
"New Zealand";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"10.1";"214"
"New Zealand";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"11.0";"214"
"New Zealand";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"10.9";"214"
"New Zealand";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"8.1";"215"
"New Zealand";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"7.2";"214"
"New Zealand";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"5.7";"214"
"New Zealand";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"4.0";"214"
"New Zealand";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"3.6";"214"
"Nicaragua";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"8.1";"216"
"Nicaragua";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"217"
"Nicaragua";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"7.2";"58"
"Nicaragua";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"12.5";"218"
"Nicaragua";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"15.1";"218"
"Nicaragua";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"14.8";"219"
"Nicaragua";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"17.1";"218"
"Nicaragua";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"19.3";"219"
"Nicaragua";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"17.4";"220"
"Nicaragua";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"19.4";"218"
"Nicaragua";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"15.0";"218"
"Nicaragua";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"11.7";"218"
"Nicaragua";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"219"
"Nicaragua";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"8.0";"219"
"Nicaragua";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"219"
"Nicaragua";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"4.6";"219"
"Nicaragua";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"7.9";"216"
"Nicaragua";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"12.9";"217"
"Nicaragua";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"58"
"Nicaragua";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"10.3";"218"
"Nicaragua";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"12.4";"218"
"Nicaragua";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"12.6";"219"
"Nicaragua";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"14.0";"218"
"Nicaragua";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"15.9";"219"
"Nicaragua";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"19.5";"220"
"Nicaragua";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"11.3";"218"
"Nicaragua";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"8.9";"218"
"Nicaragua";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"218"
"Nicaragua";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"4.9";"219"
"Nicaragua";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"4.7";"219"
"Nicaragua";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"3.8";"219"
"Nicaragua";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"219"
"Norway";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"4.4";"156"
"Norway";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"3.8";"156"
"Norway";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"3.9";"156"
"Norway";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"3.7";"156"
"Norway";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"156"
"Norway";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"3.2";"156"
"Norway";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"3.0";"156"
